URN	Rights	Caption
urn:cite:hmt:chsimg.VA157RN-0328	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 157, recto.
urn:cite:hmt:chsimg.VA157VN-0659	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 157, verso.
urn:cite:hmt:chsimg.VA158RN-0329	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 158, recto.
urn:cite:hmt:chsimg.VA158VN-0660	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 158, verso.
urn:cite:hmt:chsimg.VA158VUVD-0940	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 158, verso.
urn:cite:hmt:chsimg.VA159RN-0330	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 159, recto.
urn:cite:hmt:chsimg.VA159VN-0661	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 159, verso.
urn:cite:hmt:chsimg.VA160RN-0331	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 160, recto.
urn:cite:hmt:chsimg.VA160VN-0662	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 160, verso.
urn:cite:hmt:chsimg.VA161RN-0332	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 161, recto.
urn:cite:hmt:chsimg.VA161VN-0663	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 161, verso.
urn:cite:hmt:chsimg.VA162RN-0333	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 162, recto.
urn:cite:hmt:chsimg.VA162VN-0664	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 162, verso.
urn:cite:hmt:chsimg.VA163RN-0334	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 163, recto.
urn:cite:hmt:chsimg.VA163VN-0665	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 163, verso.
urn:cite:hmt:chsimg.VA164RN-0335	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 164, recto.
urn:cite:hmt:chsimg.VA164RND-0883	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 164, recto.
urn:cite:hmt:chsimg.VA164VN-0666	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 164, verso.
urn:cite:hmt:chsimg.VA164VND-0849	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 164, verso.
urn:cite:hmt:chsimg.VA165RN-0336	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 165, recto.
urn:cite:hmt:chsimg.VA165VN-0667	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 165, verso.
urn:cite:hmt:chsimg.VA166RN-0337	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 166, recto.
urn:cite:hmt:chsimg.VA166VN-0668	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 166, verso.
urn:cite:hmt:chsimg.VA167RN-0338	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 167, recto.
urn:cite:hmt:chsimg.VA167VN-0669	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 167, verso.
urn:cite:hmt:chsimg.VA168RN-0339	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 168, recto.
urn:cite:hmt:chsimg.VA168VN-0670	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 168, verso.
urn:cite:hmt:chsimg.VA169RN-0340	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 169, recto.
urn:cite:hmt:chsimg.VA169VN-0671	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 169, verso.
urn:cite:hmt:chsimg.VA170RN-0341	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 170, recto.
urn:cite:hmt:chsimg.VA170VN-0672	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 170, verso.
urn:cite:hmt:chsimg.VA170VND-0850	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 170, verso.
urn:cite:hmt:chsimg.VA171RN-0342	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 171, recto.
urn:cite:hmt:chsimg.VA171VN-0673	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 171, verso.
urn:cite:hmt:chsimg.VA172RN-0343	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 172, recto.
urn:cite:hmt:chsimg.VA172VN-0674	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 172, verso.
urn:cite:hmt:chsimg.VA172VND-0851	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 172, verso.
urn:cite:hmt:chsimg.VA173RN-0344	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 173, recto.
urn:cite:hmt:chsimg.VA173VN-0675	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 173, verso.
urn:cite:hmt:chsimg.VA174RN-0345	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 174, recto.
urn:cite:hmt:chsimg.VA174VN-0676	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 174, verso.
urn:cite:hmt:chsimg.VA174VND-0852	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 174, verso.
urn:cite:hmt:chsimg.VA175RN-0346	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 175, recto.
urn:cite:hmt:chsimg.VA175VN-0677	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 175, verso.
urn:cite:hmt:chsimg.VA176RN-0347	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 176, recto.
urn:cite:hmt:chsimg.VA176VN-0678	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 176, verso.
urn:cite:hmt:chsimg.VA177RN-0348	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 177, recto.
urn:cite:hmt:chsimg.VA177VN-0679	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 177, verso.
urn:cite:hmt:chsimg.VA178RN-0349	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 178, recto.
urn:cite:hmt:chsimg.VA178VN-0680	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 178, verso.
urn:cite:hmt:chsimg.VA179RN-0350	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 179, recto.
urn:cite:hmt:chsimg.VA179VN-0681	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 179, verso.
urn:cite:hmt:chsimg.VA180RN-0351	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 180, recto.
urn:cite:hmt:chsimg.VA180VN-0682	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 180, verso.
urn:cite:hmt:chsimg.VA180VND-0853	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 180, verso.
urn:cite:hmt:chsimg.VA181RN-0352	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 181, recto.
urn:cite:hmt:chsimg.VA181VN-0683	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 181, verso.
urn:cite:hmt:chsimg.VA182RN-0353	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 182, recto.
urn:cite:hmt:chsimg.VA182VN-0684	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 182, verso.
urn:cite:hmt:chsimg.VA182VND-0854	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 182, verso.
urn:cite:hmt:chsimg.VA182VND-0855	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 182, verso.
urn:cite:hmt:chsimg.VA183RN-0354	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 183, recto.
urn:cite:hmt:chsimg.VA183VN-0685	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 183, verso.
urn:cite:hmt:chsimg.VA184RN-0355	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 184, recto.
urn:cite:hmt:chsimg.VA184VN-0686	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 184, verso.
urn:cite:hmt:chsimg.VA185RN-0356	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 185, recto.
urn:cite:hmt:chsimg.VA185VN-0687	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 185, verso.
urn:cite:hmt:chsimg.VA186RN-0357	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 186, recto.
urn:cite:hmt:chsimg.VA186VN-0688	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 186, verso.
urn:cite:hmt:chsimg.VA187RN-0358	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 187, recto.
urn:cite:hmt:chsimg.VA187VN-0689	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 187, verso.
urn:cite:hmt:chsimg.VA188RN-0359	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822), folio 188, recto.
